ResponseId,Q75_SHARED_1,Q75_SHARED_2,Q75_SHARED_3,Q75_SHARED_4,Q75_SHARED_5,Q75_SHARED_6,Q75_SHARED_7,Q75_SHARED_8,Q37_SHARED_1,Q37_SHARED_2,Q37_SHARED_3,Q37_SHARED_4,Q37_SHARED_5,Q37_SHARED_6,Q37_SHARED_7,Q37_SHARED_8,Q38_SHARED_1,Q38_SHARED_2,Q38_SHARED_3,Q38_SHARED_4,Q38_SHARED_5,Q38_SHARED_6,Q38_SHARED_7,Q38_SHARED_8,Q40_SHARED_1,Q40_SHARED_2,Q40_SHARED_3,Q40_SHARED_4,Q40_SHARED_5,Q40_SHARED_6,Q40_SHARED_7,Q40_SHARED_8,Q41_SHARED_1,Q41_SHARED_2,Q41_SHARED_3,Q41_SHARED_4,Q41_SHARED_5,Q41_SHARED_6,Q41_SHARED_7,Q41_SHARED_8,Q43_SHARED_1,Q43_SHARED_2,Q43_SHARED_3,Q43_SHARED_4,Q43_SHARED_5,Q43_SHARED_6,Q43_SHARED_7,Q43_SHARED_8,Q52_SHARED_1,Q52_SHARED_2,Q52_SHARED_3,Q52_SHARED_4,Q52_SHARED_5,Q52_SHARED_6,Q52_SHARED_7,Q52_SHARED_8,Q53_SHARED_1,Q53_SHARED_2,Q53_SHARED_3,Q53_SHARED_4,Q53_SHARED_5,Q53_SHARED_6,Q53_SHARED_7,Q53_SHARED_8,Q57_SHARED_1,Q57_SHARED_2,Q57_SHARED_3,Q57_SHARED_4,Q57_SHARED_5,Q57_SHARED_6,Q57_SHARED_7,Q57_SHARED_8,Year,Quarter,LOB,WAVE
R_5QhZviOeQoCkbzI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,1,1,,5,5,5,5,5,5,5,,5,4,3,1,1,2,6,,2024,Q4,PL,2
R_7Sd90P3oLlZXGpM,1,1,1,1,1,1,1,1,1,1,,,1,,,,5,5,,,5,,,,5,5,4,4,5,4,5,4,1,1,,1,1,,,,5,5,4,5,5,4,4,4,1,1,1,1,1,1,1,,5,3,3,4,4,4,3,,7,5,7,5,7,5,7,,2024,Q4,PL,2
R_3mUPnNdvSdl8fwa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,1,,1,,,2,4,,4,,3,,,8,1,,1,,8,,,2025,Q1,CL,3
R_aatmIOqPNp9GT30,,1,1,1,1,1,,,,,,1,,,,,,,,4,,,,,,5,5,2,4,5,,,,1,,,1,,,,,2,2,5,3,5,,,,,,,,,,1,,,,,,,,,,,,,,,,,2025,Q1,CL,3
R_1Y6nPVGrs84EuLs,,,,,,,1,,,,,,,,1,,,,,,,,4,,,,,,,,4,,,,,,,,1,,,,,,,,1,,,,,1,,,,,,,,2,,,,,,,,2,,,,,2025,Q1,CL,3
R_5bEbk96Kr5lkOsm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,2025,Q1,CL,3
R_24RAyZAV2wRPZ3g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,1,1,,1,1,1,5,1,4,5,,7,8,7,2,1,1,8,,2025,Q1,CL,3
R_1B3asY6yFM7G1gO,,,,,1,,,,,,,,1,,,,,,,,5,,,,,,,,5,,,,,,,,1,,,,,,,,3,,,,,,,,,,,1,,,,,,,,,,,,,,,,,2025,Q1,CL,3
R_0xk5s0c7OGRkoHY,,1,,1,,,,1,,,,,,,,1,,,,,,,,4,,2,,5,,,,4,,1,,,,,,1,,2,,2,,,,5,,,,,,,,1,,,,,,,,,,,,,,,,,2025,Q1,CL,3
R_73tiGjZCwweLuHI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,2025,Q1,CL,3
R_72yRLhUhXQ2xkNO,1,1,1,,1,1,,,1,,,,1,,,,5,,,,4,,,,5,4,3,,4,4,,,1,,1,,,,,,5,4,5,,4,4,,,,1,1,,,,,,,5,5,,,,,,,4,5,,,,,,2025,Q1,PL,3
R_6HJJ2J3v2eYoFb3,,,,1,,1,,,,,,1,,,,,,,,3,,,,,,,,4,,4,,,,,,1,,,,,,,,3,,3,,,1,1,,,1,1,1,,3,4,,,4,4,4,,8,4,,,1,2,6,,2025,Q1,PL,3
R_3czuvhGEuhLPKNr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,,1,1,1,,2,3,2,,4,2,3,,8,8,5,,1,2,5,,2025,Q1,PL,3
R_7EEVhf2GOzxLMxc,,,,1,,,,,,,,1,,,,,,,,5,,,,,,,,5,,,,,,,,1,,,,,,,,4,,,,,1,1,1,1,1,1,,,5,5,4,5,3,5,,,4,1,5,1,1,1,,,2025,Q1,PL,3
R_6Fi9Ti2CItEdWKd,1,,1,1,1,,1,,,,1,,,,,,,,4,,,,,,2,,3,2,4,,2,,,,1,,,,,,2,,5,3,3,,2,,1,1,1,1,1,1,1,,4,5,5,4,3,4,3,,5,4,3,1,1,4,6,,2025,Q1,PL,3
R_7H418Ec52kc1nB7,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,2,,,,1,1,,,,,,,3,2,,,,,,,4,3,,,,,,,2025,Q1,PL,3
R_3xcN0zMVMa0kv1T,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,,1,1,,,2,3,1,,2,3,,,8,4,8,,1,2,,,2025,Q1,PL,3
R_6qs8PvXnORPCU20,1,1,,1,,,,1,,,,,,,,,,,,,,,,,4,3,,2,,,,2,,,,,,,,,4,4,,2,,,,2,,1,,1,1,1,1,,,5,,4,5,4,5,,,4,,1,1,2,6,,2025,Q1,PL,3
R_3tgqLum9ar1uarV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,1,,,5,5,5,5,5,5,,,6,4,5,7,1,2,,,2025,Q1,PL,3
R_7jHUrxwodcurLHs,,,,,,,1,1,,,,,,,,1,,,,,,,,5,,,,,,,5,5,,,,,,,1,,,,,,,,3,4,1,1,,,,,,,4,5,,,,,,,2,4,,,,,,,2025,Q2,CL,4
R_5QTOLafGixFuEgh,,,,,1,,,1,,,,,,,,,,,,,,,,,,,,,2,,,1,,,,,,,,,,,,,2,,,2,1,1,1,1,1,1,1,,4,2,2,3,4,4,3,,5,4,7,3,1,2,6,,2025,Q2,CL,4
R_5ISqQ08Q13wGZgX,1,1,1,,1,1,1,,,,,,1,,1,,,,,,4,,4,,3,3,2,,4,1,3,,,,,,1,,,,3,4,2,,4,3,4,,,1,1,1,1,1,,,,4,2,1,2,4,,,,4,1,7,1,2,,,2025,Q2,CL,4
R_62R8MVNtVdVYhJF,1,1,1,1,1,1,1,1,,1,,,,,,,,4,,,,,,,5,5,4,4,5,4,3,4,,1,,,,,,,4,4,3,3,4,4,3,3,1,1,1,1,1,1,1,,4,4,3,3,4,4,4,,3,4,8,8,2,4,6,,2025,Q2,CL,4
R_1aCw6IMs7VtsSrw,1,1,,1,,1,1,1,,,,,,,,,,,,,,,,,4,4,,2,,3,3,3,,1,,,,,,,3,4,,2,,2,3,3,1,1,1,1,,1,1,,3,5,3,2,,1,2,,3,4,6,1,,2,1,,2025,Q2,CL,4
R_7YsgEj8Kg17GayJ,,1,,,1,,,,,,,,,,,,,,,,,,,,,5,,,5,,,,,,,,,,,,,3,,,4,,,,1,1,1,,1,1,1,,4,4,5,,5,5,5,,8,8,8,,1,2,8,,2025,Q2,CL,4
R_1INplaNS0ECOiuG,1,1,1,1,1,1,1,1,,,,1,,1,,,,,,5,,5,,,5,5,3,4,5,4,4,5,,,,,,1,,,5,4,4,5,4,5,4,5,1,1,1,1,1,,1,,5,5,5,4,5,,5,,7,3,8,8,4,,7,,2025,Q2,CL,4
R_1f40PeKYaF1XQgt,1,1,,,1,,1,,,,,,,,1,,,,,,,,4,,3,4,,,3,,5,,,,,,,,,,3,4,,,3,,5,,1,1,1,1,,1,1,,4,4,3,2,,5,4,,8,4,8,8,,2,8,,2025,Q2,CL,4
R_6bOwF62KQJoqlHf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,1,1,,,3,3,,,3,3,,,8,8,,,1,8,,,2024,Q3,PL,1
R_3Jxt4b81XILhwE1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,3,,,,,,,,6,,,2024,Q3,PL,1
R_1PFZtiIvIygLpir,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,,1,1,1,,2,5,2,,5,5,5,,4,4,8,,1,2,6,,2024,Q3,PL,1
R_30VBHNjcNubup73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,,1,1,1,,3,4,2,,5,5,5,,8,4,8,,1,2,6,,2024,Q3,PL,1
R_7rjfc99c2cGe59v,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,1,1,1,,5,4,,,4,4,4,,8,4,,,1,2,6,,2024,Q3,PL,1
R_3pKKdN2U158dt1g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,,1,1,,,4,3,3,,3,3,,,8,8,8,,1,2,,,2024,Q3,PL,1
R_5GE6qp6mwNmBbvn,,,,1,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,1,,,,,,,,5,,,,,1,1,,,1,1,1,,5,2,,,5,5,4,,2,8,,,1,1,2,,2024,Q3,PL,1
R_5DO8e3Tv5toKcxP,,,1,,,,,,,,,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,,,,5,,,,,,1,1,,,1,,,,4,5,,,5,,,,1,3,,,2,,,,2024,Q3,CL,1
R_3U4TQd5zvxExliF,1,1,,1,1,1,1,1,,,,,,,,,,,,,,,,,2,2,,2,2,2,2,2,,,,1,,,,,3,3,,3,3,3,3,3,1,1,1,,,1,,,2,2,2,,,2,,,8,8,8,,,8,,,2024,Q3,CL,1
R_6FPQLXt5jOvHygv,,,,,,1,,,,,,,,1,,,,,,,,4,,,,,,,,3,,,,,,,,1,,,,,,,,4,,,1,1,1,,,1,,,3,1,3,,,4,,,7,4,6,,,1,,,2024,Q3,CL,1
R_7CV6rDovjrqLEhL,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,4,,,,1,1,,1,1,1,,,3,3,,3,3,3,,,8,8,,8,8,2,,,2024,Q3,CL,1
R_669JsiN9k4soybe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,1,1,,4,3,3,4,4,3,3,,8,4,8,1,1,2,6,,2024,Q3,CL,1
R_6D09O8qf07ZeyoG,,1,,1,,,,,,,,,,,,,,,,,,,,,,2,,3,,,,,,,,,,,,,,2,,2,,,,,1,1,1,1,1,1,,,4,5,4,4,4,4,,,3,4,8,1,1,2,,,2024,Q3,CL,1
R_6PSLh7mD4a5oADz,,1,1,,,,,1,,1,1,,,,,,,5,4,,,,,,,4,5,,,,,4,,,1,,,,,,,4,5,,,,,4,1,,,1,,,,,5,,,4,,,,,1,,,4,,,,,2024,Q3,CL,1
R_5NgMySmKSeXIR61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,,1,1,,,5,5,5,,5,5,,,8,8,8,,1,2,,,2024,Q3,CL,1
R_6qebBXR5htVohBu,,,,,1,,,,,,,,1,,,,,,,,1,,,,,,,,1,,,,,,,,1,,,,,,,,1,,,,1,,,,1,1,1,,3,,,,3,3,3,,6,,,,1,4,2,,2024,Q3,CL,1
R_3par4rFA7ULkYvW,1,1,1,1,1,1,1,1,,,1,,,,,,,,3,,,,,,3,3,3,3,2,2,2,4,,,1,,,,,,4,4,5,3,3,4,3,3,1,1,,,,,1,,4,4,,,,,3,,8,8,,,,,8,,2024,Q3,CL,1
R_6QfCWeOKkkZbn9g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,1,1,1,,,4,,,5,5,5,,,4,,,1,2,6,,2024,Q3,CL,1
R_6VyLhLm4c021JnP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,,1,1,1,,5,4,4,,4,5,5,,8,8,8,,2,2,6,,2024,Q3,CL,1
R_6dSV3JJu1ljQMjB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,3,,,,,,,,8,,,,,,,,2025,Q2,PL,4
R_3uOMNMMO3NvkrV1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,,1,1,1,,2,2,5,,2,3,2,,5,4,3,,1,2,6,,2025,Q2,PL,4
R_7gR6t1r60ny3MYm,,1,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,1,,,,,,,,1,,,,,,,1,1,1,1,1,1,1,,5,5,5,5,2,1,3,,8,4,8,1,1,2,6,,2025,Q2,PL,4
R_3OYAIuouWFrH2V8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,,,,,,1,5,5,,,,,,1,2,6,,2025,Q2,PL,4
R_33KfKB4z0NjqU3T,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025,Q2,PL,4
R_1jjoTK4hnoNlMrw,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,,,1,,,1,2,2,,,1,,,8,8,8,,,8,,,2025,Q2,PL,4
R_1KYIT6grMu6gLxA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025,Q2,PL,4
R_53d5bdAMk59FNpn,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,,1,1,,,3,4,4,,3,3,,,6,8,8,,1,2,,,2025,Q2,PL,4
R_1guKIp1zjfOd1Yk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,,,,2,3,,,,,,,2,1,,2025,Q2,PL,4
R_7AZMHStBuuA0VQ6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025,Q2,PL,4
R_7Q4iIXqjDxLBn1f,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025,Q2,PL,4
R_58fV8a9pyyPv6z7,1,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,1,,,,,,,,3,,,,,,,,1,1,1,,1,1,1,,5,5,5,,5,5,5,,8,4,8,,1,2,6,,2025,Q2,PL,4
R_3A1m3jsHEESL0pr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,,,1,1,,3,3,3,,,1,3,,8,4,8,,,2,2,,2025,Q2,PL,4
R_6WrlIepbzuNjAFr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025,Q2,PL,4
R_36LkdyiR8GEtv0Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,1,1,,3,3,3,3,3,3,3,,8,4,8,1,1,2,6,,2025,Q2,PL,4
R_11FKucBsvV5yZFe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025,Q2,PL,4
R_7CVavYoLl4XfX41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025,Q2,PL,4
R_3rNuXL23ZXzFuKm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025,Q2,PL,4
R_6kc8QcMkmZ9bmcV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025,Q2,PL,4
R_6OBGvoiQOij9BAq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025,Q2,PL,4
R_6XU8VTC3a5SVUeW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,1,1,1,1,,3,3,,3,5,5,3,,1,2,,3,1,2,2,,2024,Q4,CL,2
R_8x1TQpw207lBoEu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,1,,,5,,,,,5,,,1,,,,,3,,2024,Q4,CL,2
R_5itjnVrp6e1mse2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,2024,Q4,CL,2
R_0NUZkEzXJvWB6RM,1,1,,,,,1,,,1,,,,,1,,,4,,,,,3,,1,1,,,,,4,,1,1,,,,,1,,4,3,,,,,2,,,,,,,,,1,,,,,,,,,,,,,,,,,2024,Q4,CL,2
R_eKZYSLZABtCNlMa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,2024,Q4,CL,2
R_6FM5pskkOvhUr8G,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,2,,,,,,,,4,,,,,,,,2024,Q4,CL,2
R_9MK0SbT1soBicBg,1,,,,,,,,1,,,,,,,,3,,,,,,,,5,,,,,,,,1,,,,,,,,3,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,2024,Q4,CL,2
R_38nwl7NyMSVMKCW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,,1,,4,5,,,,,5,,3,8,,,,,6,,2024,Q4,CL,2
R_agxdPRjoKzAQPJ4,,1,1,,1,,,,,,,,1,,,,,,,,3,,,,,1,3,,5,,,,,1,1,,1,,,,,1,5,,5,,,,,,,,,,,1,,,,,,,,,,,,,,,,,2024,Q4,CL,2
R_02OdG4Ntl0PUNz8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,,,,1,2,,,,,,,2,1,,,,,2024,Q4,CL,2
R_71nhkTnzlTOkWlj,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,1,1,1,,,2,,,2,2,2,,,4,,,1,2,6,,2024,Q4,PL,2
R_3f1OrMEToDNWq6V,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,,1,1,,,4,3,4,,4,3,,,8,8,3,,1,2,,,2024,Q4,PL,2
R_1KCIYdhSXyLZw9z,,1,,,,,,,,1,,,,,,,,2,,,,,,,,2,,,,,,,,1,,,,,,,,3,,,,,,,1,1,1,,1,1,,,4,2,4,,4,4,,,5,4,8,,1,2,,,2024,Q4,PL,2
R_76g6zmg7pbhsQep,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,,1,1,1,,3,3,3,,3,2,3,,8,4,8,,1,2,6,,2024,Q4,PL,2
R_3bsx7XSyLRUIuZj,,,,1,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,1,,,,,,,,2,,,,,,,,,,1,,,,,,,,3,,,,,,,,2,,,2024,Q4,PL,2
R_7UXSu552SAyImtX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,1,1,,3,3,4,3,4,2,3,,8,8,8,8,1,2,6,,2024,Q4,PL,2
R_3Ce8ffpAsMWTQE1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,1,1,,1,1,1,1,1,1,1,,8,8,8,8,1,2,8,,2024,Q4,PL,2
R_78Bqf2OIB7C6Vpx,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,1,,,,,,,,1,,,,1,1,,,1,1,1,,3,3,,,3,3,3,,8,8,,,8,2,6,,2024,Q4,PL,2
R_3t0adScUpthGJ5I,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,2,,,,,,,,7,,,2025,Q1,CL,3
R_6XY64SHorWFPMOy,,,,,,1,,,,,,,,1,,,,,,,,2,,,,,,,,5,,,,,,,,1,,,,,,,,3,,,1,1,1,,1,1,,,5,1,4,,4,1,,,8,5,8,,4,5,,,2025,Q1,CL,3
R_0B70JAKAeUvze3I,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,5,,,,,,,,5,,,,,2025,Q1,CL,3
R_2agY6Teu2O5VFkO,1,,,,,,,,1,,,,,,,,5,,,,,,,,5,,,,,,,,1,,,,,,,,5,,,,,,,,,,,,,1,,,,,,,,1,,,,,,,,8,,,2025,Q1,CL,3
R_3fypGlw7OxdCuXQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,2025,Q1,CL,3
R_cNicbaE7zgatkd8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,1,1,1,,,,2,,5,2,3,,,,7,,8,8,4,,2025,Q1,CL,3
R_b9GoKjigFFYn554,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,2025,Q1,CL,3
R_5dG1xOefFL1Sz40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,1,,,2,5,3,4,4,5,,,6,4,3,1,2,4,,,2025,Q1,PL,3
R_1CPh9DmK04IjWJJ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,1,1,1,1,,,4,,4,4,3,3,,,4,,1,1,2,6,,2025,Q1,PL,3
R_5qJu5XvdYweTJpE,,1,1,1,1,1,,1,,,1,,1,,,1,,,4,,4,,,5,,4,4,4,5,5,,4,,1,1,,1,1,,1,,4,4,5,5,5,,4,1,,1,1,1,1,,,5,,5,4,3,4,,,1,,5,2,7,2,,,2025,Q1,PL,3
R_5X4dSTidqhcFSGR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,1,1,,2,3,3,2,2,2,3,,8,4,8,8,1,2,6,,2025,Q1,PL,3
R_6ikxITSuRS2rY8A,,1,1,,1,,,1,,,1,,,,,,,,5,,,,,,,5,5,,5,,,5,,,1,,,,,,,5,5,,5,,,5,,1,,,,1,,,,5,,,,5,,,,4,,,,2,,,2025,Q1,PL,3
R_1WOHLp08qH6mQNj,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,,,1,1,,3,4,3,,,3,3,,8,8,8,,,8,8,,2025,Q1,PL,3
R_7UVvXgerq81bv5D,,1,,1,1,,1,1,,,,1,,,,,,,,4,,,,,,5,,4,5,,4,4,,,,,,,1,,,3,,5,5,,4,3,,1,1,,,,1,,,4,4,,,,5,,,6,3,,,,3,,2025,Q1,PL,3
R_5e5jYRwQlMbM7ct,,1,1,,1,1,,,,1,,,1,,,,,3,,,3,,,,,4,2,,4,1,,,,,1,,,,,,,4,1,,3,1,,,1,1,1,1,1,1,1,,2,2,2,3,2,4,2,,8,4,8,1,1,2,6,,2025,Q2,CL,4
R_3pXdkUszp2nNT14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,1,1,,2,4,2,3,3,4,5,,4,4,1,1,1,2,2,,2025,Q2,CL,4
R_3ozMZJeHVNODdjM,,,,,,1,,,,,,,,1,,,,,,,,4,,,,,,,,4,,,,,,,,1,,,,,,,,4,,,,,,,,1,,,,,,,,4,,,,,,,,3,,,2025,Q2,CL,4
R_3QKz6WXWOsNExOL,,,,,,1,,,,,,,,1,,,,,,,,5,,,,,,,,4,,,,,,,,1,,,,,,,,4,,,,1,,,,,,,,4,,,,,,,,1,,,,,,,2025,Q2,CL,4
R_6IzPklFfnPF40BD,,1,,1,,,1,,,,,,,,,,,,,,,,,,,3,,3,,,5,,,1,,,,,,,,4,,3,,,3,,1,1,1,1,1,1,1,,3,4,5,5,5,5,5,,1,1,3,2,2,2,1,,2025,Q2,CL,4
R_39jkoHjeTJC6sEX,1,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,1,,,,,,,,2,,,,,,,,1,1,1,1,1,1,,,2,4,2,3,2,2,,,8,8,8,8,1,2,,,2024,Q3,PL,1
R_1OSZUaSlnPE4FXi,,1,,1,,,1,,,,,,,,,,,,,,,,,,,2,,2,,,3,,,,,,,,1,,,3,,3,,,3,,1,1,1,1,1,1,1,,5,5,5,4,3,4,5,,3,4,1,1,1,2,6,,2024,Q3,PL,1
R_5K8aLQgWk99MVa8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,,1,1,1,,3,3,2,,3,2,3,,8,4,8,,1,2,6,,2024,Q3,PL,1
R_7QXgk9IjwbcOT9f,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,,,1,1,,3,3,2,,,3,2,,8,8,8,,,1,6,,2024,Q3,PL,1
R_3emDA9FePZkprky,,1,,,1,1,,,,,,,,,,,,,,,,,,,,1,,,1,1,,,,,,,,1,,,,1,,,1,1,,,1,1,1,,,1,1,,4,3,3,,,1,4,,8,4,8,,,2,6,,2024,Q3,PL,1
R_1XivUyq3V2UshBT,1,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,1,,,,,,,,1,,,,,,,,1,1,1,1,1,1,1,,3,3,3,3,3,3,3,,8,3,8,8,1,2,6,,2024,Q3,PL,1
R_6gRu0urUcg9SQvu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,2,,,,,,,,2,,,2024,Q3,PL,1
R_3SJsPCaH9503HSJ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,,,1,,,3,3,3,,,3,,,8,8,8,,,2,,,2024,Q3,PL,1
R_7py8hqHoFgynrmy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,1,1,,4,3,4,4,4,4,4,,8,4,8,8,1,2,6,,2024,Q3,PL,1
