ResponseId,Q3_SHARED,Q19_SHARED,Q11_SHARED,Q16_SHARED,Q17_SHARED,Q18_SHARED,Q4_SHARED,Q20_SHARED,Q21_SHARED,Q75_SHARED_1,Q75_SHARED_2,Q75_SHARED_3,Q75_SHARED_4,Q75_SHARED_5,Q75_SHARED_6,Q75_SHARED_7,Q75_SHARED_8,Q37_SHARED_1,Q37_SHARED_2,Q37_SHARED_3,Q37_SHARED_4,Q37_SHARED_5,Q37_SHARED_6,Q37_SHARED_7,Q37_SHARED_8,Q38_SHARED_1,Q38_SHARED_2,Q38_SHARED_3,Q38_SHARED_4,Q38_SHARED_5,Q38_SHARED_6,Q38_SHARED_7,Q38_SHARED_8,Q40_SHARED_1,Q40_SHARED_2,Q40_SHARED_3,Q40_SHARED_4,Q40_SHARED_5,Q40_SHARED_6,Q40_SHARED_7,Q40_SHARED_8,Q41_SHARED_1,Q41_SHARED_2,Q41_SHARED_3,Q41_SHARED_4,Q41_SHARED_5,Q41_SHARED_6,Q41_SHARED_7,Q41_SHARED_8,Q43_SHARED_1,Q43_SHARED_2,Q43_SHARED_3,Q43_SHARED_4,Q43_SHARED_5,Q43_SHARED_6,Q43_SHARED_7,Q43_SHARED_8,Q52_SHARED_1,Q52_SHARED_2,Q52_SHARED_3,Q52_SHARED_4,Q52_SHARED_5,Q52_SHARED_6,Q52_SHARED_7,Q53_SHARED_1,Q53_SHARED_2,Q53_SHARED_3,Q53_SHARED_4,Q53_SHARED_5,Q53_SHARED_6,Q53_SHARED_7,LOB,quarter,year,wave
R_1Po5xn0UKMo28Ac,67,4,1,24,1,1,3,Owner,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,1,1,2,2,,,,2,2,2,1,2025,3
R_71LvKfG09KPbrV0,66,8,2,33,1,2,2,Retired ,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,,1,1,,4,4,3,,4,3,,2,1,2025,3
R_6FsXVdmLsPuu71D,81,8,2,43,1,4,4,I am a former high school teacher,15,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,0,0,0,1,0,5,5,,,,5,,2,3,2024,1
R_67eStXXhbQq5Sav,64,8,2,12,4,4,5,-99,15,0,0,0,0,0,0,1,0,,,,,,,-99,,,,,,,,,,,,,,,,1,,,,,,,,1,,,,,,,,1,,1,1,1,1,1,1,1,1,2,1,2,2,1,2,2,3,2024,1
R_1MWB2GhbdI9QQ1P,74,8,1,34,1,4,2,Reired,15,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,0,1,1,1,3,1,1,,1,3,3,2,3,2024,1
R_3eVi3lPGAowixUn,35,1,2,38,1,4,4,Ranch ,1,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,0,1,1,1,2,2,2,,2,2,2,2,3,2024,1
R_7fcYMpEuZnuio2U,44,3,2,10,1,5,5,CEO ,3,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,0,0,0,0,0,3,3,,,,,,2,3,2024,1
R_5568nqypz6olpQZ,59,9,2,38,1,2,1,disabled,15,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,0,0,1,1,0,3,3,,,4,2,,2,3,2024,1
R_3wcyqVeWOHKwkuM,76,8,1,23,1,4,3,-99,15,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,0,0,1,0,3,3,3,,,3,,2,3,2024,1
R_6dSof91hdkIW8zj,35,1,2,16,1,4,3,Academic Assistant,10,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,0,1,1,1,3,4,3,,5,4,3,2,3,2024,1
R_1I6PLw3ZLnQ5bHO,74,4,2,31,1,4,2,-99,15,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,1,1,3,2,3,2,3,3,3,2,3,2024,1
R_51oecRFZ3ResMTq,54,1,2,36,1,5,2,Human Resources Assistant,14,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,0,1,1,1,3,4,3,,5,4,4,2,3,2024,1
R_1vSlqfR7QEztdaF,72,6,2,35,1,3,1,-99,15,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,0,1,1,1,4,4,4,,4,4,3,2,3,2024,1
R_623L70wzjiVW7Ou,61,8,2,41,1,4,1,Accountant,14,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,0,0,0,1,1,2,3,,,,3,3,2,3,2024,1
R_5OZXtV173Bs5hjp,66,6,2,3,1,2,4,,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,,1,1,1,5,2,2,,2,5,5,2,4,2024,2
R_50pkXj3y8dvWCnX,85,2,2,33,1,5,5,Registered Dietitian,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,,,1,1,3,3,3,,,3,3,2,4,2024,2
R_6rM1PsbJJPGLsQ2,44,1,2,40,1,4,7,Human Resources Manager ,3,,1,1,,1,,1,,,,,,,,,,,,,,,,,,,2,1,,2,,1,,,,,,1,,,,,4,2,,4,,3,,1,1,1,,1,1,1,3,4,2,,3,4,3,2,4,2024,2
R_57s3jgsKU1rYBRK,60,1,2,1,1,3,1,Grocery store stocker,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,1,1,,3,3,,,3,3,,2,4,2024,2
R_79b6VQ2khR2ABka,78,8,2,14,1,2,5,,15,,1,,,,,1,,,,,,,,,,,,,,,,,,,1,,,,,1,,,1,,,,,,,,1,,,,,1,,1,1,1,,,,,2,2,2,,,,,2,4,2024,2
R_5fl4DJLaMwdRXA8,53,1,2,39,1,4,6,Arbitration manager,8,1,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,1,,,,,,,,3,,,,,,,,1,1,1,,1,1,1,3,3,2,,1,3,2,2,4,2024,2
R_3SkrgdNidqflJmO,78,8,2,5,1,4,1,,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,,1,1,1,5,5,5,,5,5,5,2,4,2024,2
R_1o1foOxDnSxd3lv,68,8,2,39,1,4,6,,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,,,1,1,2,2,2,,,2,2,2,4,2024,2
R_6hAu0IRo3el5y2s,29,1,1,39,1,4,6,CEO,5,1,1,1,1,1,1,1,1,1,1,1,,,1,1,,4,4,2,,,1,4,,2,4,4,3,2,1,3,4,,1,1,1,1,1,1,,5,2,5,2,5,3,3,2,1,1,,1,1,,1,4,4,,3,5,,4,1,4,2024,2
R_700h6MzFOLVjNzA,77,3,2,10,5,3,3,Sole proprietor ,5,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,3,,,,1,1,,,1,1,1,1,2,,,3,2,2,1,4,2024,2
R_5asiQRWBrtdyXx6,69,3,2,44,1,2,4,Professional Photographer,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,1,,3,3,3,3,3,3,,1,4,2024,2
R_6EjwuKw6DpV57jL,36,1,2,43,1,1,3,Owner ,5,1,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,5,,,,,,,,1,1,1,,1,1,1,5,5,5,,5,5,4,1,4,2024,2
R_6APmnoSWg0oigdX,39,1,1,31,1,5,5,Marketing Specialist,5,,1,1,,,,1,1,,,,,,,,,,,,,,,,,,4,4,,,,4,4,,,,,,,,,,4,3,,,,3,4,,1,,1,1,1,,,4,,4,4,4,,1,4,2024,2
R_7r9uYmUjIAV5YKl,28,1,2,18,1,3,3,manager ,5,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,3,4,,,,,,,,1,,,,,,,3,5,,,,1,1,1,1,1,1,,5,5,5,5,5,5,,1,4,2024,2
R_1mjXt74viEoo8Rm,29,1,2,33,1,5,7,financial affairs,3,1,,,,,1,,,1,,,,,1,,,3,,,,,3,,,3,,,,,3,,,1,,,,,1,,,3,,,,,3,,,,,,1,,,,,,,2,,,,1,4,2024,2
R_3S0KHIlhAdLYUv7,34,1,1,47,2,3,4,Contractor ,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,1,1,5,5,5,5,5,5,5,1,4,2024,2
R_3RoU0eqGEsU5Qkh,29,3,1,37,1,4,3,Owner ,14,,,,,1,,,,,,,,1,,,,,,,,3,,,,,,,,4,,,,,,,,1,,,,,,,,5,,,,,,1,1,1,1,1,,,4,4,5,4,4,1,4,2024,2
R_7Jbb8ZZjQQFvhAM,30,1,2,33,1,5,7,financial affairs,3,1,,,,1,,,,1,,,,1,,,,3,,,,3,,,,3,,,,3,,,,1,,,,1,,,,4,,,,4,,,,,,1,,,,,,,3,,,,,1,4,2024,2
R_6ceeMAO2aprtfq8,30,1,2,3,1,3,6,Cloud engineering ,14,1,1,1,1,1,1,1,,,,,1,,,,,,,,5,,,,,3,4,4,5,3,4,3,,,,,1,,,,,4,4,4,5,3,5,4,,1,1,1,,1,1,1,5,5,4,,5,3,2,1,2,2025,4
R_6SbG1knLfOr7TSF,26,1,1,4,1,4,2,Technology advances ,5,,,,1,1,,,,,,,,1,,,,,,,,5,,,,,,,5,3,,,,,,,,1,,,,,,,2,3,,,,,1,1,1,1,1,1,,4,5,2,5,4,2,1,2,2025,4
R_7iJTyCMXOmDKEeg,38,1,2,44,1,3,2,Comanager,5,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,3,3,,,,,,,,1,,,,,,,3,3,,,,1,1,1,1,,1,,3,3,3,3,,3,,1,2,2025,4
R_7L5tilNc8DHMIH3,34,1,1,44,1,2,4,Certified applicator and technician,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,1,1,4,5,2,4,3,3,4,1,2,2025,4
R_7eV9WlBWBQ8YW0B,33,3,2,19,1,4,8,CTO,3,1,,,1,1,,,,1,,,1,,,,,4,,,3,,,,,4,,,3,5,,,,1,,,1,,,,,5,,,4,4,,,,,1,,,,,,,4,,,,,,1,2,2025,4
R_73apcCzs8TR4HdX,35,1,1,48,1,4,8,Founder,5,1,1,,,1,,1,,,,,,1,,,,,,,,4,,,,3,4,,,3,,3,,1,,,,1,,,,4,3,,,3,,3,,,1,1,1,1,,,,5,4,4,4,,,1,2,2025,4
R_3QtbLrTKmaffwgA,38,1,1,1,1,2,2,hr manager,3,,1,,1,,,,,,1,,,,,,,,5,,,,,,,,5,,1,,,,,,1,,,,,,,,5,,1,,,,,1,1,1,1,1,1,1,3,5,4,5,3,3,4,1,2,2025,4
R_5q2z9nvBPgUHDyJ,44,3,2,11,2,3,3,Business owner ,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,,1,1,1,5,4,2,,5,5,5,1,2,2025,4
R_3fvB5FW7mdatnME,40,1,1,47,1,5,8,Technical Manager,7,,1,,,,1,,1,,1,,,,1,,,,3,,,,4,,,,4,,,,4,,4,,1,,,,,,1,,4,,,,4,,4,1,,,1,,,,3,,,3,,,,1,2,2025,4
R_7NDRxOeI191Rm9S,38,3,1,11,2,4,8,CEO,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,1,1,3,4,3,4,4,4,3,1,2,2025,4
R_79voKyNGfeDKQzz,58,1,1,11,1,4,3,Human Resources ,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,1,1,1,,3,,,2,3,2,1,2,2025,4
R_5Eih6vD2gqJYMnW,51,1,1,36,2,1,3,Owner ,11,,1,,,,,,,,1,,,,,,,,3,,,,,,,,2,,,,,,,,1,,,,,,,,3,,,,,,,1,1,1,1,1,1,1,2,5,3,2,3,2,2,1,2,2025,4
R_3dhJLXzKxOJWtq0,45,1,1,33,1,4,8,Senior Manager,5,,1,,,1,,1,,,1,,,1,,,,,3,,,4,,,,,4,,,4,,3,,,1,,,,,1,,,3,,,4,,4,,1,,1,,,,,5,,4,,,,,1,2,2025,4
R_61bPDXiS1WLmUSF,45,1,2,10,1,3,3,Manager,14,,,,1,,,,,,,,1,,,,,,,,3,,,,,,,,4,,,,,,,,1,,,,,,,,3,,,,,1,1,1,,1,1,1,5,4,2,,3,4,4,1,2,2025,4
R_5grZHVfxrcdmZbj,76,8,1,5,4,2,5,,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,,1,1,1,4,4,4,,4,5,4,2,2,2025,4
R_3cBt6ZH6WMX9euJ,75,8,2,5,4,5,7,Retired ,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,1,1,2,1,1,2,2,2,2,2,2,2025,4
R_5dMw1C8zqvX9Phk,76,8,1,27,1,5,3,,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,1,1,3,4,4,3,4,2,4,2,2,2025,4
R_7rCED2yx1jX4hDi,71,2,2,39,1,5,2,Nanny,14,1,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,1,,,,,,,,1,,,,,,,,1,1,1,,1,1,1,2,3,2,,3,1,3,2,2,2025,4
R_1GIKVD9AIe7MRmV,63,8,1,4,1,3,1,,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,,1,1,1,2,1,1,,1,1,3,2,2,2025,4
R_1meYe9X7ncKeE5l,69,3,1,25,1,2,2,Owner,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,,,1,1,4,4,4,,,4,4,2,2,2025,4
R_5ysi84wCd3b2h3N,78,8,1,13,1,2,3,retired,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,1,1,5,5,5,5,5,5,5,2,2,2025,4
R_3hJNO5zBLMfBOjD,78,8,1,17,1,2,2,retired,15,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,1,,,,,1,,,1,1,1,,3,,,3,3,3,2,2,2025,4
R_5IYtbDskaRaxtzH,68,8,1,50,1,2,3,Retired ,15,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,1,,,,1,1,1,,1,1,1,4,2,2,,2,1,4,2,2,2025,4
R_7IbfWfFt7290Bmu,87,8,1,11,1,3,4,,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,1,1,1,,4,4,,4,4,5,2,2,2025,4
R_64RhKtPqNjpOeel,70,1,1,48,1,3,4,Owner Manager,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,1,1,4,5,4,5,5,5,5,1,1,2025,3
R_7EBtveQfciIUyGq,39,1,2,33,1,4,4,Senior IT Manager,9,,,,1,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,3,,,,,1,1,,,1,1,1,1,3,,,2,2,2,1,1,2025,3
R_3KtQCLaSbaeyHvj,44,3,1,33,1,1,8,Owner final decision maker ,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,1,1,1,,4,3,,2,3,5,1,1,2025,3
R_7Mif7tn09dhlNNP,54,1,1,44,3,1,3,Technical support,9,,,,1,1,,,,,,,1,,,,,,,,5,,,,,,,,4,1,,,,,,,1,,,,,,,,1,4,,,,1,1,,,,1,,5,5,,,,4,,1,1,2025,3
R_7KTIUAgTQrb9Ubd,59,1,1,49,1,1,2,Production manager ,3,,1,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,3,,,,,,,1,1,1,,1,1,1,3,5,3,,4,4,4,1,1,2025,3
R_3JaxE3JF3p7SBU2,42,1,1,7,3,4,5,HR Manager,2,,,1,,,,,,,,,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,3,,,,,,,,,,,1,,,,,,,3,,1,1,2025,3
R_77hiYsOKev9R6sF,73,3,2,32,1,5,2,Owner,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,,1,1,1,3,5,3,,3,3,3,1,1,2025,3
R_1wgfNhoV7rIP3tK,50,3,1,10,1,4,6,Owner,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,,1,1,1,5,5,5,,5,5,5,1,1,2025,3
R_7l0o5toDRRdl0sM,40,1,2,49,1,2,5,Executive manager,14,1,1,0,0,1,1,0,0,0,0,,,0,0,,,,,,,,,,,3,2,,,1,1,,,0,0,,,0,0,,,2,2,,,1,2,,,0,0,0,0,0,1,1,,,,,,4,3,1,3,2024,1
R_7tfEWoJ7147660r,46,1,1,19,1,2,2,Owner,11,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,1,1,2,4,3,1,3,1,4,1,3,2024,1
R_10NKPsvNpPah8cH,36,1,1,3,1,1,3,Owner,2,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,0,0,1,1,3,5,2,,,4,3,1,3,2024,1
R_3rNDZOIb27M8BGZ,36,1,2,10,2,2,3,General manager ,11,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,0,0,0,1,0,5,5,,,,5,,1,3,2024,1
R_1iIsdYpadRf62E7,55,3,1,5,1,3,3,paralegal,9,0,1,0,0,0,0,0,0,,0,,,,,,,,,,,,,,,,1,,,,,,,,0,,,,,,,,1,,,,,,,1,1,1,1,0,0,0,5,1,3,1,,,,1,3,2024,1
R_3LZNKMQgIZWEQnC,32,1,2,44,1,4,3,Director,9,0,0,1,0,1,1,0,0,,,0,,1,0,,,,,,,4,,,,,,3,,4,2,,,,,0,,1,0,,,,,4,,4,3,,,0,0,0,0,0,1,0,,,,,,3,,1,3,2024,1
R_5lqI4d93chsi2Fb,62,1,2,18,1,3,8,Management ,8,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,,,,,,,,,5,5,5,5,5,5,5,5,0,0,0,0,0,0,0,0,5,5,5,5,5,5,5,5,1,1,1,1,1,1,1,5,5,5,5,5,5,5,1,3,2024,1
R_1F7L9JAkhgCB9Nn,54,1,1,41,2,1,3,Analyst ,7,0,1,0,0,0,0,0,0,,0,,,,,,,,,,,,,,,,3,,,,,,,,0,,,,,,,,4,,,,,,,1,1,1,1,1,1,1,3,5,5,4,4,4,4,1,3,2024,1
R_6wmMhfsHTb424sd,32,3,1,48,2,1,2,Manager ,2,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,,,,,,,,1,3,2024,1
R_6S1Wir8jeU0ORhL,72,3,1,15,1,2,2,IT support specialist,7,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,0,1,1,3,3,2,2,,3,3,1,3,2024,1
R_3Oi97j5v7L6BnKw,61,1,2,29,1,4,3,Owner,9,0,0,0,0,0,0,1,0,,,,,,,1,,,,,,,,3,,,,,,,,3,,,,,,,,1,,,,,,,,3,,1,0,0,0,0,1,0,3,,,,,2,,1,3,2024,1
R_7iDMJR7ENboRsxq,38,3,2,18,1,2,2,Owner,9,1,1,0,0,1,0,0,0,1,0,,,1,,,,3,,,,4,,,,5,3,,,5,,,,0,0,,,0,,,,4,3,,,5,,,,1,1,1,0,1,1,1,3,3,2,,3,2,2,1,3,2024,1
R_1wcEvUYj7hjIKkh,78,8,1,22,1,4,4,,15,,,,1,,,1,,,,,,,,,,,,,,,,,,,,,1,,,1,,,,,1,,,1,,,,,1,,,1,,1,1,1,1,1,1,1,4,3,4,2,2,1,4,2,1,2025,3
R_5ONC7Y7rTszVWvh,76,3,2,27,1,3,3,Owner ,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,,1,1,1,3,3,3,,3,3,3,2,1,2025,3
R_6JYvIFsh1SpHdWp,71,8,1,14,1,2,3,Retired ,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,,1,1,1,4,4,5,,3,3,3,2,1,2025,3
R_6w5ot9G3DMwNSrl,52,2,1,23,1,3,3,Host,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,1,1,,2,1,,,1,3,,2,1,2025,3
R_71mvpX9ZDZiHLJK,60,1,2,21,1,3,3,Administrative Assistant,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,1,1,1,2,2,,,2,4,2,2,1,2025,3
R_6CZCh7zw0p0MBnt,65,8,2,36,1,1,3,Retired ,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,,1,1,1,4,3,2,,3,2,3,2,1,2025,3
R_6WRKRiEDXrds9rj,70,8,2,41,1,1,5,,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,,1,1,1,4,4,4,,4,4,4,2,1,2025,3
R_5VVZVWk91FXLceB,70,8,1,41,1,1,5,,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,1,1,2,3,2,2,3,3,3,2,1,2025,3
R_7F3wrnDPtE7GBkB,61,1,2,39,1,5,7,Teacher,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,,1,1,1,3,3,2,,3,3,4,2,1,2025,3
R_6yjifxpP1s5kYrD,78,8,1,33,1,3,2,none,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,1,1,1,2,2,,,3,3,3,2,1,2025,3
R_6Hp2nt2u5qqIbRv,59,6,2,48,1,2,3,,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,1,1,1,4,2,,,4,4,2,2,1,2025,3
R_5ccZs78VFp7P6Jr,76,8,1,39,1,4,5,District Manager ,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,1,1,3,3,3,3,3,3,3,2,1,2025,3
R_3VvwY0nS94fY42R,45,1,2,6,1,3,4,senior resolution specialist,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,,1,1,1,3,3,3,,3,3,3,2,1,2025,3
R_5rdnm5XIxxaWa52,67,8,2,39,1,5,6,Supervisor ,11,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,1,,,,,,,,2,,1,1,1,,1,1,1,1,2,4,,5,2,4,2,1,2025,3
R_5jHrksrsGfq1JA7,67,8,2,36,1,1,3,Office manager of rehab therapy,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,1,1,,5,3,,,5,5,,2,1,2025,3
R_6Zb9BsTuN8Ityc9,56,3,2,33,1,5,2,Attorney,9,0,1,1,1,0,0,1,1,,-99,-99,-99,,,-99,-99,,,,,,,,,,1,1,1,,,1,1,,0,0,0,,,1,0,,1,1,1,,,1,1,1,1,1,0,0,1,0,3,3,5,,,3,,2,3,2024,1
R_10PgJlyH59pRlZ1,76,8,2,49,1,1,3,-99,15,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,0,0,1,1,1,1,2,,,2,1,2,2,3,2024,1
R_5PS4xsTQDlCbKQ2,42,2,2,26,1,3,6,Bookkeeper ,5,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,0,0,1,1,0,1,2,,,2,2,,2,3,2024,1
R_3gQtyOjrLbU0dcl,61,4,2,23,1,4,5,rideshare driver,6,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,1,1,1,,,,,3,3,3,2,3,2024,1
R_6wgyoTiChWCR9jr,77,8,2,33,1,5,7,Retired,15,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,1,1,0,,,,,2,2,,2,3,2024,1
R_7n9NYvw0oOd534m,74,8,2,27,1,1,3,none,15,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,0,0,1,1,0,,2,,,1,4,,2,3,2024,1
R_7rjfc99c2cGe59v,62,8,2,3,1,3,5,-99,15,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,0,0,1,1,1,5,4,,,4,4,4,2,3,2024,1
R_7WNqb72spDl660r,69,8,2,31,1,1,5,cleaning lady,14,,1,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,1,,,,,,,,2,,,,,,,1,1,1,1,1,1,1,4,5,5,4,4,4,4,2,4,2024,2
R_734yEqmat6LVva1,78,8,2,10,1,2,2,,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,,,,,5,2,3,2,4,2024,2
R_1DSjMk0DLronQ0p,44,6,2,47,1,2,2,,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,1,1,,3,3,,,5,5,,2,4,2024,2
R_7QAva7ivu1tOdkk,75,8,2,5,1,2,4,Not employed,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,,1,1,1,4,2,2,,4,3,4,2,4,2024,2
R_6MWJVikoTDfgNRR,79,8,2,37,1,4,3,,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,1,1,3,3,3,3,4,4,4,2,4,2024,2
R_1hmF7SoSs3eMyVX,71,8,1,20,1,4,2,,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,,1,1,1,4,3,2,,3,2,3,2,4,2024,2
